ID,Idioma,Nombre_Idioma,Texto_Original,Texto_Optimizado,Tokens_Original,Tokens_Optimizados,Similitud,Reduccion_Tokens,Pct_Reduccion,Cumple_Restriccion
793,spa_Latn,Español,"En algunos países o tipos de tiendas, existe al menos un restaurante dentro del lugar, que, por lo general, es bastante informal y sus precios, económicos.","En algunos países o tipos de tiendas, existe al menos un restaurante dentro del lugar, que, por lo general, es bastante informal y sus precios, económicos.",35,35,0.9999999,0,0.0,True
794,spa_Latn,Español,"Haga copias de su póliza y llévelas con usted, junto con la información de contacto de su compañía de seguros.","Haga copias de su póliza y llévelas con usted, junto con la información de contacto de su compañía de seguros.",31,31,1.0,0,0.0,True
795,spa_Latn,Español,"Para obtener asesoramiento o autorizaciones y realizar reclamos, deben exhibir el correo electrónico de la aseguradora y sus números de teléfono internacionales.","Para obtener asesoramiento o autorizaciones y realizar reclamos, deben exhibir el correo electrónico de la aseguradora y sus números de teléfono internacionales.",34,34,0.9999999,0,0.0,True
796,spa_Latn,Español,Guarde otra copia en la maleta y una digital (envíela por correo electrónico como archivo adjunto o súbala a la «nube»).,Guarde otra copia en la maleta y una digital (envíela por correo electrónico como archivo adjunto o súbala a la «nube»).,34,34,1.0,0,0.0,True
797,spa_Latn,Español,"En caso de viajar con una computadora portátil o una tableta, guarde una copia en la memoria o en el disco a la que pueda acceder sin servicio de Internet.","En caso de viajar con una computadora portátil o una tableta, guarde una copia en la memoria o en el disco a la que pueda acceder sin servicio de Internet.",40,40,1.0,0,0.0,True
798,spa_Latn,Español,También dele copias de la póliza y de los datos de contacto a aquellos con quien viaja y a familiares o amigos en su país que estén dispuestos a prestarle ayuda.,También dele copias de la póliza y de los datos de contacto a aquellos con quien viaja y a familiares o amigos en su país que estén dispuestos a prestarle ayuda.,44,44,1.0,0,0.0,True
799,spa_Latn,Español,"Los alces (también llamados uapitíes) no tienen una naturaleza agresiva, no obstante lo cual, se defenderán si se sienten amenazados.","Los alces (también llamados uapitíes) no tienen una naturaleza agresiva, no obstante lo cual, se defenderán si se sienten amenazados.",43,43,0.99999994,0,0.0,True
800,spa_Latn,Español,"Si los individuos no perciben que los alces son potencialmente agresivos, podrían acercárseles más de lo adecuado y ponerse en peligro.","Si los individuos no perciben que los alces son potencialmente agresivos, podrían acercárseles más de lo adecuado y ponerse en peligro.",40,40,1.0000001,0,0.0,True
801,spa_Latn,Español,Beba alcohol con moderación. Este afecta a cada persona de manera diferente y conocer sus propios límites es sumamente importante.,Beba alcohol con moderación. Este afecta a cada persona de manera diferente y conocer sus propios límites es sumamente importante.,28,28,0.9999998,0,0.0,True
802,spa_Latn,Español,La ingesta excesiva de alcohol puede causar problemas de salud crónicos como daño hepático e incluso ceguera y muerte. El peligro potencial se incrementa con el consumo de alcohol elaborado de forma ilegal.,La ingesta excesiva de alcohol puede causar problemas de salud crónicos como daño hepático e incluso ceguera y muerte. El peligro potencial se incrementa con el consumo de alcohol elaborado de forma ilegal.,53,53,1.0000001,0,0.0,True
803,spa_Latn,Español,"En las bebidas alcohólicas ilegales puede haber varias impurezas amenazantes, como el metanol, capaz de provocar ceguera o incluso la muerte, aun cuando se ingiera poca cantidad.","En las bebidas alcohólicas ilegales puede haber varias impurezas amenazantes, como el metanol, capaz de provocar ceguera o incluso la muerte, aun cuando se ingiera poca cantidad.",50,50,1.0,0,0.0,True
804,spa_Latn,Español,"Los lentes pueden ser más económicos en un país extranjero, en particular en aquellos de bajos ingresos donde el coste laboral es menor.","Los lentes pueden ser más económicos en un país extranjero, en particular en aquellos de bajos ingresos donde el coste laboral es menor.",34,34,0.9999998,0,0.0,True
805,spa_Latn,Español,"Considere la opción de realizarse un examen ocular en su país de origen, sobre si lo cubre el seguro, y luego llevar la prescripción médica para presentarla en cualquier otro destino del mundo.","Considere la opción de realizarse un examen ocular en su país de origen, sobre si lo cubre el seguro, y luego llevar la prescripción médica para presentarla en cualquier otro destino del mundo.",47,47,1.0000001,0,0.0,True
806,spa_Latn,Español,Las sillas de montar de marcas de alta calidad que pueden adquirirse en esa zona pueden presentar dos inconvenientes: algunas pueden ser imitaciones y las importadas auténticas pueden ser más costosas que en el país de origen.,Las sillas de montar de marcas de alta calidad que pueden adquirirse en esa zona pueden presentar dos inconvenientes: algunas pueden ser imitaciones y las importadas auténticas pueden ser más costosas que en el país de origen.,54,54,1.0,0,0.0,True
807,spa_Latn,Español,El café es una de las mercancías básicas que más se comercializa a nivel mundial y es probable que encuentre muchas variedades en su región de origen.,El café es una de las mercancías básicas que más se comercializa a nivel mundial y es probable que encuentre muchas variedades en su región de origen.,35,35,0.9999998,0,0.0,True
808,spa_Latn,Español,"No obstante, hay muchas formas diferentes de tomar café en todo el planeta, que merecen ser probadas.","No obstante, hay muchas formas diferentes de tomar café en todo el planeta, que merecen ser probadas.",25,25,1.0,0,0.0,True
809,spa_Latn,Español,El barranquismo consiste en ir hasta el fondo de un cañón que esté seco o lleno de agua.,El barranquismo consiste en ir hasta el fondo de un cañón que esté seco o lleno de agua.,28,28,1.0,0,0.0,True
810,spa_Latn,Español,"Si bien el barranquismo contiene elementos tanto de la natación, como de la escalada y el salto, es un deporte que exige relativamente poco entrenamiento o estado físico para quienes se inician en él (si se lo compara, por ejemplo, con la escalada en roca, el buceo o el esquí alpino).","Si bien el barranquismo contiene elementos tanto de la natación, como de la escalada y el salto, es un deporte que exige relativamente poco entrenamiento o estado físico para quienes se inician en él (si se lo compara, por ejemplo, con la escalada en roca, el buceo o el esquí alpino).",80,80,1.0,0,0.0,True
811,spa_Latn,Español,"El senderismo es una actividad que se practica al aire libre y que se trata de hacer caminatas por entornos naturales, con frecuencia por caminos hechos al efecto.","El senderismo es una actividad que se practica al aire libre y que se trata de hacer caminatas por entornos naturales, con frecuencia por caminos hechos al efecto.",41,41,0.9999999,0,0.0,True
812,spa_Latn,Español,"Las caminatas diurnas involucran distancias de menos de una milla hasta recorridos más extensos, que pueden cubrirse en un día.","Las caminatas diurnas involucran distancias de menos de una milla hasta recorridos más extensos, que pueden cubrirse en un día.",37,37,0.99999994,0,0.0,True
813,spa_Latn,Español,Para una caminata de un día por un sendero sencillo se necesita poca preparación y cualquier persona medianamente en forma puede hacerla.,Para una caminata de un día por un sendero sencillo se necesita poca preparación y cualquier persona medianamente en forma puede hacerla.,32,32,1.0000001,0,0.0,True
814,spa_Latn,Español,"Si bien es posible que los grupos familiares con niños de corta edad requieran más preparativos, incluso con bebés e infantes en edad preescolar, es sencillo pasar un día al aire libre.","Si bien es posible que los grupos familiares con niños de corta edad requieran más preparativos, incluso con bebés e infantes en edad preescolar, es sencillo pasar un día al aire libre.",46,46,0.99999994,0,0.0,True
815,spa_Latn,Español,"A nivel mundial, existen cerca de 200 organizaciones de turismo para corredores. La mayoría opera de manera independiente.","A nivel mundial, existen cerca de 200 organizaciones de turismo para corredores. La mayoría opera de manera independiente.",28,28,1.0,0,0.0,True
816,spa_Latn,Español,"Go! Running Tours, sucesora de Global Running Tours, conecta en cuatro continentes a docenas de proveedores de visitas guiadas al trote.","Go! Running Tours, sucesora de Global Running Tours, conecta en cuatro continentes a docenas de proveedores de visitas guiadas al trote.",34,34,1.0,0,0.0,True
817,spa_Latn,Español,"Con origen en el Running Tours Barcelona, de esa ciudad, y el Running Copenhagen, de esta otra, rápidamente se le unieron el Running Tours Prague con base en Praga y otros más.","Con origen en el Running Tours Barcelona, de esa ciudad, y el Running Copenhagen, de esta otra, rápidamente se le unieron el Running Tours Prague con base en Praga y otros más.",41,41,1.0000001,0,0.0,True
818,spa_Latn,Español,Son muchas las cuestiones a considerar antes y al momento de viajar a algún destino.,Son muchas las cuestiones a considerar antes y al momento de viajar a algún destino.,20,20,1.0,0,0.0,True
819,spa_Latn,Español,"Al viajar, prepárese para que no todo sea como «en casa». Habrá ciertas diferencias en cosas como los modales, la legislación, los alimentos, el tráfico, el alojamiento, las normas, el idioma, entre otros.","Al viajar, prepárese para que no todo sea como «en casa». Habrá ciertas diferencias en cosas como los modales, la legislación, los alimentos, el tráfico, el alojamiento, las normas, el idioma, entre otros.",57,57,0.99999994,0,0.0,True
820,spa_Latn,Español,"Esto debe tenerse siempre presente a fin de ahorrarse decepciones e, incluso, algún disgusto producto de las formas locales de hacer las cosas.","Esto debe tenerse siempre presente a fin de ahorrarse decepciones e, incluso, algún disgusto producto de las formas locales de hacer las cosas.",32,32,1.0000001,0,0.0,True
821,spa_Latn,Español,"Las agencias de viajes han existido desde el siglo XIX. Por lo general, un agente de viajes es una buena opción para casos en que el viajero no cuenta con experiencia previa en cuestiones como la naturaleza, la cultura, el idioma o los países de bajos ingresos.","Las agencias de viajes han existido desde el siglo XIX. Por lo general, un agente de viajes es una buena opción para casos en que el viajero no cuenta con experiencia previa en cuestiones como la naturaleza, la cultura, el idioma o los países de bajos ingresos.",68,68,1.0,0,0.0,True
822,spa_Latn,Español,"Si bien gran parte de las agencias están dispuestas a asumir casi todo tipo de reservas tradicionales, muchos agentes se especializan en cierto tipo de viajes, rangos de presupuestos o destinos específicos.","Si bien gran parte de las agencias están dispuestas a asumir casi todo tipo de reservas tradicionales, muchos agentes se especializan en cierto tipo de viajes, rangos de presupuestos o destinos específicos.",51,51,1.0,0,0.0,True
823,spa_Latn,Español,Puede ser mejor contactar a un agente que haga reservas frecuentes de viajes similares al suyo.,Puede ser mejor contactar a un agente que haga reservas frecuentes de viajes similares al suyo.,26,26,0.9999999,0,0.0,True
824,spa_Latn,Español,Consulte los viajes promocionados por el agente. Puede hacerlo en una página web tanto como en el escaparate de un negocio.,Consulte los viajes promocionados por el agente. Puede hacerlo en una página web tanto como en el escaparate de un negocio.,33,33,1.0,0,0.0,True
825,spa_Latn,Español,"Si tiene deseos conocer el mundo a un bajo costo, sea por necesidad, estilo de vida o como un reto, existen algunas maneras para hacerlo.","Si tiene deseos conocer el mundo a un bajo costo, sea por necesidad, estilo de vida o como un reto, existen algunas maneras para hacerlo.",35,35,1.0000002,0,0.0,True
826,spa_Latn,Español,"Se dividen, en esencia, en dos clases: los que trabajan mientras viajan y los que procuran restringir los gastos. Este artículo trata sobre los segundos.","Se dividen, en esencia, en dos clases: los que trabajan mientras viajan y los que procuran restringir los gastos. Este artículo trata sobre los segundos.",38,38,1.0,0,0.0,True
827,spa_Latn,Español,"Quienes acepten relegar la comodidad, el tiempo y la previsibilidad en pos de disminuir los costos prácticamente a cero averigüen por viajes de presupuesto mínimo.","Quienes acepten relegar la comodidad, el tiempo y la previsibilidad en pos de disminuir los costos prácticamente a cero averigüen por viajes de presupuesto mínimo.",45,45,0.9999999,0,0.0,True
828,spa_Latn,Español,"La recomendación supone que los viajeros no roban, violan la propiedad privada, participan en el mercado ilegal, mendigan o de algún otro modo explotan a otras personas en beneficio propio.","La recomendación supone que los viajeros no roban, violan la propiedad privada, participan en el mercado ilegal, mendigan o de algún otro modo explotan a otras personas en beneficio propio.",47,47,1.0,0,0.0,True
829,spa_Latn,Español,"Por lo general, un puesto de control de inmigración es la primera parada al descender de una aeronave, barco u otro medio de transporte.","Por lo general, un puesto de control de inmigración es la primera parada al descender de una aeronave, barco u otro medio de transporte.",35,35,1.0,0,0.0,True
830,spa_Latn,Español,"En ciertos ferrocarriles transfronterizos, se realizan inspecciones dentro del tren en movimiento, por lo que usted debe tener una identificación válida al abordar uno de ellos.","En ciertos ferrocarriles transfronterizos, se realizan inspecciones dentro del tren en movimiento, por lo que usted debe tener una identificación válida al abordar uno de ellos.",45,45,1.0000001,0,0.0,True
831,spa_Latn,Español,"En los ferrocarriles nocturnos, el conductor puede recolectar los pasaportes para no interrumpir su descanso.","En los ferrocarriles nocturnos, el conductor puede recolectar los pasaportes para no interrumpir su descanso.",32,32,1.0000001,0,0.0,True
832,spa_Latn,Español,"El registro es una exigencia adicional para el proceso del visado. En algunos países, tendrá que registrar su presencia y la dirección de su alojamiento con las autoridades locales.","El registro es una exigencia adicional para el proceso del visado. En algunos países, tendrá que registrar su presencia y la dirección de su alojamiento con las autoridades locales.",40,40,0.9999999,0,0.0,True
833,spa_Latn,Español,Esto podría requerir que se llene un formulario ante la policía local o que se presente en la oficina de inmigración.,Esto podría requerir que se llene un formulario ante la policía local o que se presente en la oficina de inmigración.,30,30,1.0,0,0.0,True
834,spa_Latn,Español,"En muchos países en los que rigen leyes de este tipo, los hoteles locales se ocuparán de hacer el registro (no se olvide de consultar).","En muchos países en los que rigen leyes de este tipo, los hoteles locales se ocuparán de hacer el registro (no se olvide de consultar).",35,35,0.9999998,0,0.0,True
835,spa_Latn,Español,"En otros casos, solo quienes se hospeden fuera de alojamientos turísticos necesitan registrarse. No obstante, esto hace que la ley sea mucho más incierta, así que haga averiguaciones de antemano.","En otros casos, solo quienes se hospeden fuera de alojamientos turísticos necesitan registrarse. No obstante, esto hace que la ley sea mucho más incierta, así que haga averiguaciones de antemano.",51,51,1.0,0,0.0,True
836,spa_Latn,Español,"A cargo del diseño y la construcción de edificaciones, la arquitectura de un sitio suele ser una atracción turística en sí misma.","A cargo del diseño y la construcción de edificaciones, la arquitectura de un sitio suele ser una atracción turística en sí misma.",32,32,1.0000001,0,0.0,True
837,spa_Latn,Español,Muchos edificios son realmente hermosos a la vista y el paisaje desde aquellos de gran altura o con ventanas estratégicamente ubicadas puede ser una belleza digna de contemplar.,Muchos edificios son realmente hermosos a la vista y el paisaje desde aquellos de gran altura o con ventanas estratégicamente ubicadas puede ser una belleza digna de contemplar.,43,43,1.0000001,0,0.0,True
838,spa_Latn,Español,"La arquitectura tiene numerosos puntos de encuentro con otras disciplinas, entre las que se incluyen la planificación urbana, la ingeniería civil, el arte decorativo, el diseño de interiores y el paisajismo.","La arquitectura tiene numerosos puntos de encuentro con otras disciplinas, entre las que se incluyen la planificación urbana, la ingeniería civil, el arte decorativo, el diseño de interiores y el paisajismo.",51,51,0.99999994,0,0.0,True
839,spa_Latn,Español,"Dada la lejanía de muchos de los pueblos, no encontrará demasiada vida nocturna si no viaja hasta Albuquerque o Santa Fe.","Dada la lejanía de muchos de los pueblos, no encontrará demasiada vida nocturna si no viaja hasta Albuquerque o Santa Fe.",34,34,0.99999994,0,0.0,True
840,spa_Latn,Español,"Aun así, la mayoría de los casinos antes referidos sirven bebidas y varios de ellos ofrecen espectáculos de renombre (principalmente los más grandes, situados alrededor de Albuquerque y Santa Fe).","Aun así, la mayoría de los casinos antes referidos sirven bebidas y varios de ellos ofrecen espectáculos de renombre (principalmente los más grandes, situados alrededor de Albuquerque y Santa Fe).",46,46,0.9999998,0,0.0,True
841,spa_Latn,Español,Cuidado: los bares de los pequeños pueblos de este lugar no siempre son una buena opción para pasar el rato para el viajero proveniente otro país.,Cuidado: los bares de los pequeños pueblos de este lugar no siempre son una buena opción para pasar el rato para el viajero proveniente otro país.,39,39,0.99999994,0,0.0,True
842,spa_Latn,Español,"Para comenzar, el norte de Nuevo México tiene serios problemas de conductores en estado de ebriedad y su concentración es elevada en las inmediaciones de los pequeños bares de la ciudad.","Para comenzar, el norte de Nuevo México tiene serios problemas de conductores en estado de ebriedad y su concentración es elevada en las inmediaciones de los pequeños bares de la ciudad.",45,45,1.0,0,0.0,True
843,spa_Latn,Español,Los murales o garabatos indeseados reciben el nombre de grafiti.,Los murales o garabatos indeseados reciben el nombre de grafiti.,19,19,1.0,0,0.0,True
844,spa_Latn,Español,"Aun cuando está lejos de ser un fenómeno moderno, la mayoría de las personas generalmente lo relaciona con el vandalismo en propiedades públicas y privadas por parte de jóvenes usando pintura en aerosol.","Aun cuando está lejos de ser un fenómeno moderno, la mayoría de las personas generalmente lo relaciona con el vandalismo en propiedades públicas y privadas por parte de jóvenes usando pintura en aerosol.",49,49,1.0,0,0.0,True
845,spa_Latn,Español,"No obstante, en la actualidad existen artistas del grafiti reconocidos, se celebran eventos de esta disciplina y hay muros «legales». En este contexto, las pinturas de grafiti pueden, con frecuencia, asemejarse más a obras de arte que a etiquetas ilegibles.","No obstante, en la actualidad existen artistas del grafiti reconocidos, se celebran eventos de esta disciplina y hay muros «legales». En este contexto, las pinturas de grafiti pueden, con frecuencia, asemejarse más a obras de arte que a etiquetas ilegibles.",71,71,0.9999998,0,0.0,True
846,spa_Latn,Español,Muchos turistas desean dominar la habilidad de lanzar un búmeran.,Muchos turistas desean dominar la habilidad de lanzar un búmeran.,19,19,0.9999999,0,0.0,True
847,spa_Latn,Español,"Si deseas aprender cómo lanzar un búmeran y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso.","Si deseas aprender cómo lanzar un búmeran y que vuelva a su mano, asegúrate de contar con uno que sea adecuado para el regreso.",36,36,1.0000001,0,0.0,True
848,spa_Latn,Español,"En verdad, la mayoría de los búmeran disponibles en Australia no vuelven al lugar desde donde se los lanza. Para los novatos es conveniente no intentar arrojarlos si está ventoso.","En verdad, la mayoría de los búmeran disponibles en Australia no vuelven al lugar desde donde se los lanza. Para los novatos es conveniente no intentar arrojarlos si está ventoso.",44,44,1.0000002,0,0.0,True
849,spa_Latn,Español,Un plato típico Hangi se prepara dentro de un hoyo caliente hecho en el suelo.,Un plato típico Hangi se prepara dentro de un hoyo caliente hecho en el suelo.,23,23,0.99999994,0,0.0,True
850,spa_Latn,Español,"El pozo se calienta con piedras calientes extraídas del fuego o, en algunos lugares, el calor geotérmico hace que ciertas zonas del suelo se calienten de forma natural.","El pozo se calienta con piedras calientes extraídas del fuego o, en algunos lugares, el calor geotérmico hace que ciertas zonas del suelo se calienten de forma natural.",48,48,0.9999999,0,0.0,True
851,spa_Latn,Español,El hangi se utiliza mucho a fin de preparar una cena con un estilo asado tradicional.,El hangi se utiliza mucho a fin de preparar una cena con un estilo asado tradicional.,21,21,0.99999976,0,0.0,True
852,spa_Latn,Español,"Unos cuantos sitios en Rotorua cuentan con hangi geotérmico, en tanto que otros pueden probarse en Christchurch, Wellington, entre otros.","Unos cuantos sitios en Rotorua cuentan con hangi geotérmico, en tanto que otros pueden probarse en Christchurch, Wellington, entre otros.",38,38,1.0,0,0.0,True
853,spa_Latn,Español,MetroRail cuenta con dos tipos de ferrocarriles suburbanos en Ciudad del Cabo y zonas aledañas: MetroPlus (también conocido como Primera Clase) y Metro (denominado Tercera Clase).,MetroRail cuenta con dos tipos de ferrocarriles suburbanos en Ciudad del Cabo y zonas aledañas: MetroPlus (también conocido como Primera Clase) y Metro (denominado Tercera Clase).,52,52,0.99999976,0,0.0,True
854,spa_Latn,Español,"MetroPlus ofrece más comodidad y menos concurrencia de personas, aunque es un poco más costoso. No obstante, sigue siendo más económico que los pasajes regulares de metro en Europa.","MetroPlus ofrece más comodidad y menos concurrencia de personas, aunque es un poco más costoso. No obstante, sigue siendo más económico que los pasajes regulares de metro en Europa.",44,44,1.0,0,0.0,True
855,spa_Latn,Español,Cada ferrocarril cuenta con vagones MetroPlus y Metro; los primeros siempre se ubican en el extremo del tren más cercano a Ciudad del Cabo.,Cada ferrocarril cuenta con vagones MetroPlus y Metro; los primeros siempre se ubican en el extremo del tren más cercano a Ciudad del Cabo.,37,37,0.99999994,0,0.0,True
856,spa_Latn,Español,"Llevar cosas de otros: Jamás pierda de vista su equipaje, en especial cuando cruce fronteras internacionales.","Llevar cosas de otros: Jamás pierda de vista su equipaje, en especial cuando cruce fronteras internacionales.",28,28,1.0,0,0.0,True
857,spa_Latn,Español,"Podría encontrarse con que lo están utilizando como un trasportador de psicofármacos sin que usted siquiera lo sepa, lo que le traerá muchísimos problemas.","Podría encontrarse con que lo están utilizando como un trasportador de psicofármacos sin que usted siquiera lo sepa, lo que le traerá muchísimos problemas.",44,44,1.0000001,0,0.0,True
858,spa_Latn,Español,"Esto incluye esperar en fila, ya que, en cualquier momento, y sin previo aviso, pueden usarse los perros detectores de drogas.","Esto incluye esperar en fila, ya que, en cualquier momento, y sin previo aviso, pueden usarse los perros detectores de drogas.",35,35,0.99999994,0,0.0,True
859,spa_Latn,Español,"Algunos países imponen castigos excesivamente draconianos, con penas de hasta 10 años o la muerte, incluso hasta para quienes cometan un delito por primera vez.","Algunos países imponen castigos excesivamente draconianos, con penas de hasta 10 años o la muerte, incluso hasta para quienes cometan un delito por primera vez.",42,42,0.9999999,0,0.0,True
860,spa_Latn,Español,"El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.","El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.",47,47,1.0,0,0.0,True
861,spa_Latn,Español,"En su país de origen, producto de esta permanente exposición a los gérmenes locales, es casi seguro que ya sea inmune a ellos.","En su país de origen, producto de esta permanente exposición a los gérmenes locales, es casi seguro que ya sea inmune a ellos.",33,33,0.99999994,0,0.0,True
862,spa_Latn,Español,"Sin embargo, en otras partes del mundo donde, donde usted no está familiarizado con la fauna bacteriológica, hay grandes posibilidades de que se presenten problemas.",", en otras partes del mundo donde, donde usted no está familiarizado con la fauna bacteriológica, hay grandes posibilidades de que se presenten problemas.",36,34,0.99780816,2,5.555555555555555,True
863,spa_Latn,Español,"Asimismo, en climas con temperaturas más elevadas, las bacterias se desarrollan con mayor velocidad y logran vivir más tiempo fuera del cuerpo.",", en climas con temperaturas más elevadas, las bacterias se desarrollan con mayor velocidad y logran vivir más tiempo fuera del cuerpo.",34,31,0.997538,3,8.823529411764707,True
864,spa_Latn,Español,"De allí surgieron los flagelos de Delhi Belly, la maldición del faraón y la vendetta de Monteczuma y sus muchss amistades.","De allí surgieron los flagelos de Delhi Belly, la maldición del faraón y la vendetta de Monteczuma y sus muchss amistades.",37,37,1.0000002,0,0.0,True
865,spa_Latn,Español,"De la misma manera que ocurre con los problemas respiratorios en climas más fríos, las condiciones intestinales en climas cálidos son bastante habituales y, aunque sin dudas molestas, en la mayoría de los casos no son realmente peligrosas.","De la misma manera que ocurre con los problemas respiratorios en climas más fríos, las condiciones intestinales en climas cálidos son bastante habituales y, aunque sin dudas molestas, en la mayoría de los casos no son realmente peligrosas.",59,59,1.0,0,0.0,True
866,spa_Latn,Español,"Si es su primer viaje a un país en vías de desarrollo o a un lugar que jamás ha ido, no menosprecie el posible impacto cultural.","Si es su primer viaje a un país en vías de desarrollo o a un lugar que jamás ha ido, no menosprecie el posible impacto cultural.",35,35,1.0000001,0,0.0,True
867,spa_Latn,Español,"Más de un viajero estable y capaz se ha visto superado por las novedades que involucran los viajes a países en vías de desarrollo, donde muchos pequeños ajustes culturales pueden acumularse con rapidez.","Más de un viajero estable y capaz se ha visto superado por las novedades que involucran los viajes a países en vías de desarrollo, donde muchos pequeños ajustes culturales pueden acumularse con rapidez.",53,53,0.9999999,0,0.0,True
868,spa_Latn,Español,"En especial durante los primeros días, considere la posibilidad de gastar una buena suma de dinero en hoteles, comida y servicios de buena calidad y de estilo occidental.","En especial durante los primeros días, considere la posibilidad de gastar una buena suma de dinero en hoteles, comida y servicios de buena calidad y de estilo occidental.",38,38,1.0000001,0,0.0,True
869,spa_Latn,Español,Es recomendable no dormir sobre un colchón o una colchoneta en el piso en zonas donde no esté familiarizado con la fauna local.,Es recomendable no dormir sobre un colchón o una colchoneta en el piso en zonas donde no esté familiarizado con la fauna local.,35,35,1.0,0,0.0,True
870,spa_Latn,Español,"Si va a acampar, lleve un catre o una hamaca para guardar la distancia con las serpientes, los escorpiones y afines.","Si va a acampar, lleve un catre o una hamaca para guardar la distancia con las serpientes, los escorpiones y afines.",34,34,1.0000002,0,0.0,True
871,spa_Latn,Español,Colme su hogar con un exquisito café en la mañana y con un relajante té de manzanilla en la noche.,Colme su hogar con un exquisito café en la mañana y con un relajante té de manzanilla en la noche.,29,29,1.0000001,0,0.0,True
872,spa_Latn,Español,"Cuando usted se encuentra de vacaciones en su casa, cuenta con el tiempo necesario para darse un gusto y dedicar unos minutos más para cocinar un plato especial.","Cuando usted se encuentra de vacaciones en su casa, cuenta con el tiempo necesario para darse un gusto y dedicar unos minutos más para cocinar un plato especial.",36,36,0.9999999,0,0.0,True
873,spa_Latn,Español,"Si se anima a experimentar una mayor aventura, aproveche la oportunidad de tomar jugo o de mezclar algunos de los batidos:","Si se anima a experimentar una mayor aventura, aproveche la oportunidad de tomar jugo o de mezclar algunos de los batidos:",31,31,1.0000001,0,0.0,True
874,spa_Latn,Español,Tal vez encuentre una bebida para el desayuno fácil de preparar para cuando regrese a su rutina diaria.,Tal vez encuentre una bebida para el desayuno fácil de preparar para cuando regrese a su rutina diaria.,28,28,1.0,0,0.0,True
875,spa_Latn,Español,"Si usted vive en una ciudad con una cultura variada de bebidas, visite bares o pubs en vecindarios a los que no suela ir.","Si usted vive en una ciudad con una cultura variada de bebidas, visite bares o pubs en vecindarios a los que no suela ir.",32,32,1.0,0,0.0,True
876,spa_Latn,Español,"Para quienes desconocen de terminología médica, «infeccioso» y «contagioso» no significan lo mismo.","Para quienes desconocen de terminología médica, «infeccioso» y «contagioso» no significan lo mismo.",29,29,0.99999994,0,0.0,True
877,spa_Latn,Español,"Se denomina enfermedad a infecciosa aquella que es provocada por un patógeno, por ejemplo un virus, una bacteria, un hongo u otro organismo parasitario.","Se denomina enfermedad a infecciosa aquella que es provocada por un patógeno, por ejemplo un virus, una bacteria, un hongo u otro organismo parasitario.",42,42,1.0,0,0.0,True
878,spa_Latn,Español,Se denomina enfermedad contagiosa a aquella que se transmite con facilidad al encontrarse cerca de alguien infectado.,Se denomina enfermedad contagiosa a aquella que se transmite con facilidad al encontrarse cerca de alguien infectado.,26,26,1.0,0,0.0,True
879,spa_Latn,Español,Las autoridades de numerosos países exigen la vacunación contra distintas enfermedades a los viajeros que ingresan o a los residentes que salen.,Las autoridades de numerosos países exigen la vacunación contra distintas enfermedades a los viajeros que ingresan o a los residentes que salen.,35,35,0.99999994,0,0.0,True
880,spa_Latn,Español,"Con frecuencia, estos requisitos dependen de los países que se hayan visitado o se tenga la intención de visitar.","Con frecuencia, estos requisitos dependen de los países que se hayan visitado o se tenga la intención de visitar.",28,28,1.0,0,0.0,True
881,spa_Latn,Español,"Una de las principales ventajas de Charlotte, en Carolina del Norte, es que ofrece un buen número de opciones de calidad para familias.","Una de las principales ventajas de Charlotte, en Carolina del Norte, es que ofrece un buen número de opciones de calidad para familias.",28,28,0.99999994,0,0.0,True
882,spa_Latn,Español,"Los residentes de otras regiones con frecuencia refieren que la buena vida familiar es la razón primaria para mudarse allí y, muchas veces, los visitantes descubren que es fácil disfrutar de la ciudad con niños alrededor.","Los residentes de otras regiones con frecuencia refieren que la buena vida familiar es la razón primaria para mudarse allí y, muchas veces, los visitantes descubren que es fácil disfrutar de la ciudad con niños alrededor.",53,53,1.0,0,0.0,True
883,spa_Latn,Español,La variedad de alternativas pensadas para niños de Uptown Charlotte ha crecido en forma vertiginosa durante los últimos 20 años.,La variedad de alternativas pensadas para niños de Uptown Charlotte ha crecido en forma vertiginosa durante los últimos 20 años.,30,30,0.99999976,0,0.0,True
884,spa_Latn,Español,"En Charlotte, no es común que las familias tomen taxis, pero pueden ser de alguna utilidad en ciertas situaciones.","En Charlotte, no es común que las familias tomen taxis, pero pueden ser de alguna utilidad en ciertas situaciones.",28,28,1.0000001,0,0.0,True
885,spa_Latn,Español,"Se aplica un sobrecargo si son más de dos pasajeros, por lo que esta opción podría ser más cara de lo necesario.","Se aplica un sobrecargo si son más de dos pasajeros, por lo que esta opción podría ser más cara de lo necesario.",29,29,1.0000001,0,0.0,True
886,spa_Latn,Español,La Antártida es el sitio de menor temperatura del planeta y rodea al Polo Sur.,La Antártida es el sitio de menor temperatura del planeta y rodea al Polo Sur.,21,21,0.9999999,0,0.0,True
