ID,Idioma,Nombre_Idioma,Texto,Split,Tokens,Caracteres,Palabras,Tokens_por_palabra,Tokens_por_caracter,Tokens_English,IDTL
667,por_Latn,Português,"Muitos ingressos vendidos on-line em sites de leilão, como o eBay ou o Craigslist, são, na verdade, ingressos para vários dias e parques múltiplos que já foram parcialmente usados.",dev,50,180,29,1.7241379310344827,0.2777777777777778,22,2.272727272727273
668,por_Latn,Português,"Mesmo que isto seja uma atividade muito comum, ela é proibida pela Disney: os ingressos são intransferíveis.",dev,29,108,17,1.7058823529411764,0.26851851851851855,21,1.380952380952381
669,por_Latn,Português,É preciso autorização para acampar em qualquer lugar que esteja abaixo da borda do Grand Canyon.,dev,23,96,16,1.4375,0.23958333333333334,14,1.6428571428571428
670,por_Latn,Português,"As licenças são limitadas com objetivo de proteger o cânion. Elas ficam disponíveis no primeiro dia do mês, quatro meses antes do mês de início.",dev,41,144,25,1.64,0.2847222222222222,30,1.3666666666666667
671,por_Latn,Português,"Portanto, uma licença de paisagem para qualquer data de início em maio estará disponível em 1° de janeiro.",dev,30,106,18,1.6666666666666667,0.2830188679245283,19,1.5789473684210527
672,por_Latn,Português,"O espaço para as áreas mais populares, como o Bright Angel Campground, que fica ao lado do Ohantom Ranch, geralmente fica lotado já na primeira data que é aberta para reservas.",dev,42,176,31,1.3548387096774193,0.23863636363636365,35,1.2
673,por_Latn,Português,Existe uma quantidade limitada de licenças reservadas para pedidos de entrada disponíveis pela ordem de chegada.,dev,26,112,16,1.625,0.23214285714285715,21,1.2380952380952381
674,por_Latn,Português,Entrar na África do Sul de carro é uma maneira maravilhosa de conhecer as belezas da região e de encontrar lugares fora das rotas turísticas comuns.,dev,41,148,26,1.5769230769230769,0.27702702702702703,29,1.4137931034482758
675,por_Latn,Português,"Isso pode ser feito em um carro regular com um planejamento com cuidado, mas um 4x4 é bastante recomendado e diversos locais são acessíveis só com uma distância alta entre eixos 4x4.",dev,51,182,32,1.59375,0.2802197802197802,36,1.4166666666666667
676,por_Latn,Português,"Tenha em mente que, embora a África Austral seja estável, nem todos os países vizinhos o são.",dev,26,93,17,1.5294117647058822,0.27956989247311825,17,1.5294117647058822
677,por_Latn,Português,"As exigências, requisitos e custos do visto podem variar de país a país, e eles também são afetados pelo seu país de onde você é proveniente.",dev,36,141,26,1.3846153846153846,0.2553191489361702,20,1.8
678,por_Latn,Português,Cada país também tem leis exclusivas que determinam quais itens de emergência que devem estar no veículo.,dev,26,105,17,1.5294117647058822,0.24761904761904763,17,1.5294117647058822
679,por_Latn,Português,"A cidade de Victoria Falls está situada na parte oeste do Zimbábue, ao se cruzar a fronteira de Livingstone, na Zâmbia, e não muito longe de Botswana.",dev,45,150,27,1.6666666666666667,0.3,26,1.7307692307692308
680,por_Latn,Português,"A cidade encontra-se logo na lateral das cataratas, sendo estas a principal atração, além disso este popular destino turístico oferece aos aventureiros e turistas diversas oportunidades para uma duradoura estadia.",dev,51,213,30,1.7,0.23943661971830985,37,1.3783783783783783
681,por_Latn,Português,"Na temporada das chuvas (de novembro a março),   a quantidade de água será mais significativa e as quedas serão mais intensas.",dev,32,126,21,1.5238095238095237,0.25396825396825395,23,1.391304347826087
682,por_Latn,Português,Você certamente irá se molhar caso cruze a ponte ou caminhe pelas trilhas nas proximidades das cachoeiras.,dev,32,106,17,1.8823529411764706,0.3018867924528302,21,1.5238095238095237
683,por_Latn,Português,"Por outro lado, é mais precisamente porque o volume de água é tão alto que sua visão real das Cataratas será obscurecida — por conta de toda a água!",dev,39,148,29,1.3448275862068966,0.2635135135135135,32,1.21875
684,por_Latn,Português,"A Tumba de Tutancâmon (KV62). A KV62 provavelmente é a mais famosa das tumbas no Vale, cenário da descoberta da sepultura real quase intacta do jovem rei por Howard Carter em 1922.",dev,58,180,32,1.8125,0.32222222222222224,47,1.2340425531914894
685,por_Latn,Português,"Entretanto, quase não vale a pena a visita à tumba de Tutancâmon em comparação com a maioria das outras sepulturas reais, pois é muito menor e tem decoração limitada.",dev,48,166,29,1.6551724137931034,0.2891566265060241,33,1.4545454545454546
686,por_Latn,Português,"Quem estiver interessado em ver evidências dos danos causados à múmia durante as tentativas de retirá-la do caixão ficará desapontado, pois apenas a cabeça e os ombros são visíveis.",dev,51,181,29,1.7586206896551724,0.281767955801105,33,1.5454545454545454
687,por_Latn,Português,"As fabulosas riquezas da tumba não encontram-se mais nela, mas foram removidas para o Museu Egípcio, no Cairo.",dev,35,110,18,1.9444444444444444,0.3181818181818182,23,1.5217391304347827
688,por_Latn,Português,Visitantes com horário limitado fariam melhor em passar seu tempo em outro lugar.,dev,20,81,13,1.5384615384615385,0.24691358024691357,14,1.4285714285714286
689,por_Latn,Português,"Phnom Krom, 12 km a sudoeste de Siem Reap. Este templo no topo da colina foi construído no final do século 9, durante o reinado do Rei Yasovarman.",dev,48,146,28,1.7142857142857142,0.3287671232876712,41,1.170731707317073
690,por_Latn,Português,A atmosfera sombria do templo e a vista do lago Tonle Sap fazem a subida à colina valer a pena.,dev,32,95,20,1.6,0.3368421052631579,24,1.3333333333333333
691,por_Latn,Português,Uma visita ao local pode ser convenientemente combinada com um passeio de barco até o lago.,dev,23,91,16,1.4375,0.25274725274725274,17,1.3529411764705883
692,por_Latn,Português,"O Angkor Pass é necessário para entrar no templo, então não se esqueça de trazer seu passaporte quando for para Tonle Sap.",dev,32,122,22,1.4545454545454546,0.26229508196721313,26,1.2307692307692308
693,por_Latn,Português,"Jerusalém é a capital e maior cidade de Israel, embora a maioria dos outros países e as Nações Unidas não a reconheçam como a capital de Israel.",dev,38,144,27,1.4074074074074074,0.2638888888888889,28,1.3571428571428572
694,por_Latn,Português,A antiga cidade nas Colinas da Judéia tem uma história fascinante que abrange milhares de anos.,dev,26,95,16,1.625,0.2736842105263158,17,1.5294117647058822
695,por_Latn,Português,"A cidade é sagrada para as três religiões monoteístas — judaísmo, cristianismo e islamismo — e serve como um centro espiritual, religioso e cultural.",dev,45,149,24,1.875,0.30201342281879195,30,1.5
696,por_Latn,Português,"Devido à importância religiosa da cidade, e especialmente aos vários locais da área da Cidade Antiga, Jerusalém é um dos principais destinos turísticos em Israel.",dev,41,162,25,1.64,0.25308641975308643,32,1.28125
697,por_Latn,Português,"Jerusalém tem muitos locais históricos, arqueológicos e culturais, além de shopping centers, cafés e restaurantes vibrantes e lotados.",dev,37,134,18,2.0555555555555554,0.27611940298507465,27,1.3703703703703705
698,por_Latn,Português,O Equador exige que cidadãos cubanos recebam uma carta-convite antes de entrar no país através de aeroportos internacionais ou pontos de entrada fronteiriços.,dev,42,158,23,1.826086956521739,0.26582278481012656,22,1.9090909090909092
699,por_Latn,Português,"Essa carta precisa ser legalizada pelo Ministério das Relações Exteriores do Equador, e atender a alguns requisitos.",dev,29,116,17,1.7058823529411764,0.25,20,1.45
700,por_Latn,Português,Estas condições são criados para fornecer um fluxo de migração organizado entre ambas as nações.,dev,26,96,15,1.7333333333333334,0.2708333333333333,15,1.7333333333333334
701,por_Latn,Português,Cidadãos cubanos que são detentores de Green Cards americanos devem visitar um consulado equatoriano para obter uma dispensa dessa exigência.,dev,36,141,20,1.8,0.2553191489361702,25,1.44
702,por_Latn,Português,Seu passaporte deve estar válido por pelo menos 6 meses das suas datas de viagem. É necessária uma passagem de ida ou de ida e volta para comprovar o seu tempo de permanência.,dev,47,175,33,1.4242424242424243,0.26857142857142857,32,1.46875
703,por_Latn,Português,"As excursões saem mais em conta para grupos maiores, então se você estiver sozinho ou com apenas um amigo, tente conhecer outras pessoas e formar um grupo de quatro a seis para conseguir uma tarifa mais baixa por pessoa.",dev,55,220,39,1.4102564102564104,0.25,40,1.375
704,por_Latn,Português,"Porém, isso não deveria ser motivo de preocupação, porque muitas vezes os turistas vagueiam para abastecer os carros.",dev,30,117,18,1.6666666666666667,0.2564102564102564,22,1.3636363636363635
705,por_Latn,Português,"Na verdade, parece ser uma forma de enganar as pessoas, levando-as a acreditarem que têm de pagar mais.",dev,27,103,18,1.5,0.2621359223300971,20,1.35
706,por_Latn,Português,"Acima da ponta norte de Machu Picchu fica esta montanha íngreme, que muitas vezes serve de pano de fundo para muitas fotos das ruínas.",dev,41,134,24,1.7083333333333333,0.30597014925373134,26,1.5769230769230769
707,por_Latn,Português,"É uma subida íngreme e difícil, por isso pode ser um pouco assustador quando se olha de baixo, mas quem está em boa forma física consegue fazer o percurso em cerca de 45 minutos.",dev,48,178,34,1.411764705882353,0.2696629213483146,34,1.411764705882353
708,por_Latn,Português,"Degraus de pedra foram colocados ao longo da maior parte do caminho, e nas partes mais íngremes, cabos de aço fornecem um corrimão de apoio.",dev,44,140,25,1.76,0.3142857142857143,24,1.8333333333333333
709,por_Latn,Português,"Isso posto, espere ficar sem fôlego, e tenha cuidado em porções mais acentuadas, especialmente quando molhado, já que pode se tornar perigoso rapidamente.",dev,46,154,23,2.0,0.2987012987012987,30,1.5333333333333334
710,por_Latn,Português,É preciso atravessar uma pequena caverna no topo. Ela é bem baixa e estreita para se enfiar.,dev,30,92,17,1.7647058823529411,0.32608695652173914,24,1.25
711,por_Latn,Português,"É melhor visualizar os locais e a vida selvagem de Galápagos de barco, assim como Charles Darwin fez em 1835.",dev,32,109,20,1.6,0.29357798165137616,27,1.1851851851851851
712,por_Latn,Português,"Mais de 60 navios de cruzeiro navegam nas águas de Galápagos, com tamanhos que acomodam de 8 a 100 passageiros.",dev,40,111,20,2.0,0.36036036036036034,23,1.7391304347826086
713,por_Latn,Português,A maioria das pessoas reserva seu lugar com bastante antecedência (uma vez que o barcos estão geralmente cheios na alta temporada).,dev,29,131,21,1.380952380952381,0.22137404580152673,20,1.45
714,por_Latn,Português,Tenha a certeza de que o agente de viagens que você usar seja um especialista em Galápagos e conheça bem uma vasta gama de navios.,dev,39,130,25,1.56,0.3,25,1.56
715,por_Latn,Português,"Assim, você poderá encontrar o navio mais apropriado para seus interesses e/ou restrições.",dev,25,90,13,1.9230769230769231,0.2777777777777778,20,1.25
716,por_Latn,Português,"Antes dos espanhóis chegarem, no século 16, o norte do Chile estava sob domínio dos incas. Neste período, os indígenas araucanos (mapuches) habitavam o centro e o sul do Chile.",dev,58,176,30,1.9333333333333333,0.32954545454545453,35,1.6571428571428573
717,por_Latn,Português,"Os Mapuches também foram um dos últimos grupos indígenas americanos independentes, a não serem completamente assimilados pelo domínio da língua espanhola, até depois da independência do Chile.",dev,47,192,27,1.7407407407407407,0.24479166666666666,29,1.6206896551724137
718,por_Latn,Português,"Mesmo o Chile tendo declarado independência em 1810 (em meio às guerras napoleônicas que deixaram a Espanha sem um governo central operacional por alguns anos), a vitória decisiva contra a Espanha só foi alcançada em 1818.",dev,61,222,36,1.6944444444444444,0.2747747747747748,43,1.4186046511627908
719,por_Latn,Português,"A República Dominicana (tanto em português quanto em espanhol) é um país do caribe que ocupa a metade oriental da Ilha de São Domingos, a qual divide com o Haiti",dev,45,161,30,1.5,0.2795031055900621,32,1.40625
720,por_Latn,Português,"Além das praias de areias brancas e das paisagens montanhosas, o país possui a cidade europeia mais antiga das Américas, que agora faz parte de Santo Domingo.",dev,44,158,27,1.6296296296296295,0.27848101265822783,28,1.5714285714285714
721,por_Latn,Português,A ilha foi habitada pela primeira vez pelos taínos e pelos caribes. Os caribes eram um povo falante da língua aruaque que ali chegou por volta de 10.000 AC.,dev,50,156,29,1.7241379310344827,0.32051282051282054,36,1.3888888888888888
722,por_Latn,Português,"Apenas poucos anos após a chegada dos exploradores europeus, a população de Tainos foi reduzida significativamente pelos conquistadores espanhóis.",dev,39,146,19,2.0526315789473686,0.2671232876712329,28,1.3928571428571428
723,por_Latn,Português,"De acordo com Fray Bartolomé de las Casas (Tratado das Índias), entre 1492 e 1498, os conquistadores espanhóis assassinaram cerca  de 100.000 Taínos.",dev,53,149,23,2.3043478260869565,0.35570469798657717,43,1.2325581395348837
724,por_Latn,Português,"Jardín de la Unión. Este espaço foi construído como átrio de um convento do século 17, do qual o Templo de San Diego é o único edifício remanescente.",dev,46,149,28,1.6428571428571428,0.3087248322147651,38,1.2105263157894737
725,por_Latn,Português,"Funciona atualmente como uma espécie de praça principal, onde sempre está ocorrendo muitas atrações, tanto durante o dia como a noite.",dev,35,134,21,1.6666666666666667,0.26119402985074625,22,1.5909090909090908
726,por_Latn,Português,"Há vários restaurantes cercando o jardim, e, nas tardes e noites de lá, concertos grátis são frequentemente oferecidos no gazebo central.",dev,38,137,21,1.8095238095238095,0.2773722627737226,30,1.2666666666666666
727,por_Latn,Português,Callejon del Beso (Beco do Beijo). Duas varandas separadas por somente 69 centímetros é o lar de uma antiga lenda do amor.,dev,39,122,22,1.7727272727272727,0.319672131147541,31,1.2580645161290323
728,por_Latn,Português,"Por alguns trocados, algumas crianças lhe contarão a história.",dev,16,62,9,1.7777777777777777,0.25806451612903225,13,1.2307692307692308
729,por_Latn,Português,"A Ilha de Bowen é um popular local para passar o dia ou o final de semana, oferecendo passeios de caiaque, caminhadas, compras, restaurantes e muito mais.",dev,43,154,27,1.5925925925925926,0.2792207792207792,24,1.7916666666666667
730,por_Latn,Português,"Essa comunidade autêntica pode ser encontrada em Howe Sound, na proximidade de Vancouver, e tem acesso facilitado por meio de táxis aquáticos agendados que saem de Granville Island, no centro de Vancouver.",dev,52,205,32,1.625,0.25365853658536586,28,1.8571428571428572
731,por_Latn,Português,"Para aqueles que gostam de atividades do lado de fora, uma caminhada pelo corredor Sea to Sky é obrigatória.",dev,30,108,19,1.5789473684210527,0.2777777777777778,18,1.6666666666666667
732,por_Latn,Português,"Whistler (1:30 min. de carro de Vancouver) é cara, mas famosa por causa das Olimpíadas de Inverno de 2010.",dev,37,106,19,1.9473684210526316,0.3490566037735849,26,1.4230769230769231
733,por_Latn,Português,"Durante o inverno, desfrute de algumas das melhores pistas de esqui da América do Norte e, durante o verão, experimente um legítimo ciclismo de montanha.",dev,44,153,25,1.76,0.2875816993464052,24,1.8333333333333333
734,por_Latn,Português,As licenças devem ser solicitadas de forma antecedente. Você deve estar com uma autorização para pernoitar em Sirena.,dev,31,117,18,1.7222222222222223,0.26495726495726496,21,1.4761904761904763
735,por_Latn,Português,"Além de área para acampamento, Sirena é o único posto da guarda-florestal que disponibiliza hospedagem em dormitório e refeições quentes. La Leona, San Pedrillo e Los Patos oferecem área para acampamento, mas sem serviço de alimentação.",dev,68,236,36,1.8888888888888888,0.288135593220339,42,1.619047619047619
736,por_Latn,Português,"É possível obter licenças para o parque diretamente da Estação Florestal em Puerto Jiménez, mas eles não aceitam cartões de crédito.",dev,37,132,21,1.7619047619047619,0.2803030303030303,25,1.48
737,por_Latn,Português,O Serviço do Parque (MINAE) não emite permissões com mais de um mês de antecedência da chegada prevista.,dev,33,104,18,1.8333333333333333,0.3173076923076923,22,1.5
738,por_Latn,Português,O CafeNet El Sol oferece um serviço de reserva por uma taxa de 30 ou 10 dólares para passeios de um dia; mais detalhes na página do Corcovado.,dev,40,142,28,1.4285714285714286,0.28169014084507044,33,1.2121212121212122
739,por_Latn,Português,"As Ilhas Cook são um país insular livremente associado à Nova Zelândia, localizado na Polinésia, no meio do Pacífico Sul.",dev,36,121,20,1.8,0.2975206611570248,29,1.2413793103448276
740,por_Latn,Português,"É um arquipélago com 15 ilhas espalhadas por 2,2 milhões de quilômetros quadrados de oceano.",dev,33,92,15,2.2,0.358695652173913,23,1.434782608695652
741,por_Latn,Português,"Com o mesmo fuso horário do Havaí, às vezes as ilhas são consideradas como ""Havaí lá embaixo"".",dev,30,94,17,1.7647058823529411,0.3191489361702128,21,1.4285714285714286
742,por_Latn,Português,"Apesar de menor, me lembra alguns visitantes antigos do Havaí antes do estatuto de Estado, sem todos os hotéis turísticos enormes e outros desenvolvimentos.",dev,42,156,24,1.75,0.2692307692307692,23,1.826086956521739
743,por_Latn,Português,"As Ilhas Cook não têm nenhuma cidade, mas são compostas por 15 ilhas diferentes. As principais são Rarotonga e Aitutaki.",dev,36,120,20,1.8,0.3,31,1.1612903225806452
744,por_Latn,Português,"Nos dias de hoje, em países desenvolvidos, o fornecimento de acomodações e café da manhã de luxo foi elevado a algo próximo de uma forma de arte.",dev,42,145,27,1.5555555555555556,0.2896551724137931,21,2.0
745,por_Latn,Português,"No topo, as acomodações B&Bs competem principalmente em dois quesitos: cama e café da manhã.",dev,28,92,15,1.8666666666666667,0.30434782608695654,20,1.4
746,por_Latn,Português,"Consequentemente, nos mais finos destes estabelecimentos, podem-se encontrar os mais luxuosos artigos de cama, talvez um edredom feito à mão ou uma cama antiga.",dev,47,160,24,1.9583333333333333,0.29375,27,1.7407407407407407
747,por_Latn,Português,O café da manhã pode incluir delícias da estação da região ou pratos que são especialidade do anfitrião.,dev,31,104,18,1.7222222222222223,0.2980769230769231,17,1.8235294117647058
748,por_Latn,Português,"O cenário pode ser um velho edifício histórico com móveis velhos, jardins com um bom cuidado e uma piscina para natação.",dev,36,120,21,1.7142857142857142,0.3,20,1.8
749,por_Latn,Português,Entrar no próprio carro e fazer uma viagem grande tem um apelo intrínseco pela simplicidade.,dev,25,92,15,1.6666666666666667,0.2717391304347826,21,1.1904761904761905
750,por_Latn,Português,"Diferente de carros maiores, você provavelmente está familiarizado com dirigir o seu e conhece as limitações dele.",dev,29,114,17,1.7058823529411764,0.2543859649122807,18,1.6111111111111112
751,por_Latn,Português,Montar barraca em propriedade privada ou em qualquer tipo de cidade pode atrair muita atenção indesejada.,dev,28,105,16,1.75,0.26666666666666666,20,1.4
752,por_Latn,Português,"Em suma, usar seu carro é uma ótima maneira de fazer uma viagem por terra, mas raramente, por si só, uma maneira de ""acampar"".",dev,39,126,24,1.625,0.30952380952380953,25,1.56
753,por_Latn,Português,"Acampar no carro é possível caso você tenha uma minivan, SUV, sedã, ou perua com bancos reclináveis.",dev,30,100,17,1.7647058823529411,0.3,26,1.1538461538461537
754,por_Latn,Português,"Alguns hotéis têm uma herança da época de ouro das ferrovias a vapor e transatlânticos; antes da Segunda Guerra Mundial, no século 19 ou início do século 20.",dev,50,157,28,1.7857142857142858,0.3184713375796178,34,1.4705882352941178
755,por_Latn,Português,Estes hotéis eram onde os ricos e famosos da época se hospedavam e diversas vezes contavam com restaurantes bons e ótima vida noturna,dev,39,133,23,1.6956521739130435,0.2932330827067669,23,1.6956521739130435
756,por_Latn,Português,"Os acessórios ultrapassados, a falta das mais recentes amenidades, e um certo envelhecimento gracioso, também fazem parte de sua personalidade.",dev,37,143,20,1.85,0.25874125874125875,25,1.48
757,por_Latn,Português,"Embora geralmente sejam de propriedade privada, algumas vezes acomodam chefes de estado e outros dignitários visitantes.",dev,31,120,16,1.9375,0.25833333333333336,20,1.55
758,por_Latn,Português,"Um viajante com muito dinheiro pode considerar uma volta pelo mundo, intercalando com estadias em muitos desses hotéis.",dev,30,119,18,1.6666666666666667,0.25210084033613445,24,1.25
759,por_Latn,Português,Uma rede de intercâmbio de hospitalidade é a organização que liga os viajantes aos habitantes locais das cidades que eles visitarão.,dev,37,132,21,1.7619047619047619,0.2803030303030303,21,1.7619047619047619
760,por_Latn,Português,"Para fazer parte desse tipo de rede, geralmente se faz necessário o preenchimento de um formulário on-line; embora algumas redes disponibilizem ou exijam verificação complementar.",dev,42,179,25,1.68,0.2346368715083799,23,1.826086956521739
761,por_Latn,Português,"É oferecida então uma listagem de anfitriões disponíveis de forma impressa e/ou online, às vezes com referências e avaliações por outros viajantes.",dev,39,147,22,1.7727272727272727,0.2653061224489796,24,1.625
762,por_Latn,Português,"O Couchsurfing foi fundado em janeiro de 2004, após o programador de computadores Casey Fenton encontrar um voo barato para a Islândia, sem, no entanto, encontrar um lugar para ficar.",dev,50,183,30,1.6666666666666667,0.273224043715847,32,1.5625
763,por_Latn,Português,Ele enviou um e-mail aos estudantes da universidade local e recebeu um número enorme de ofertas de acomodação gratuita.,dev,29,119,19,1.5263157894736843,0.24369747899159663,18,1.6111111111111112
764,por_Latn,Português,Os hostels são basicamente para jovens - um hóspede típico está na casa dos 20 anos - mas frequentemente você pode encontrar viajantes mais velhos também.,dev,40,154,26,1.5384615384615385,0.2597402597402597,26,1.5384615384615385
765,por_Latn,Português,"Famílias com crianças não são muito frequentes, mas alguns albergues permitem que elas fiquem em acomodações privadas.",dev,34,118,17,2.0,0.288135593220339,20,1.7
766,por_Latn,Português,"A cidade de Pequim, na China, será a sede dos Jogos Olímpicos de Inverno em 2022, o que a tornará a primeira cidade a sediar tanto os Jogos Olímpicos de verão quanto os de inverno.",dev,58,180,35,1.6571428571428573,0.32222222222222224,38,1.5263157894736843
767,por_Latn,Português,Pequim será a sede das cerimônias de abertura e encerramento e dos eventos de gelo coberto.,dev,27,91,16,1.6875,0.2967032967032967,15,1.8
768,por_Latn,Português,"Os demais eventos de esqui ocorrerão na região de esqui de Taizicheng, em Zhangjiakou, a aproximadamente 220 km (cerca de 140 milhas) de Pequim.",dev,48,144,24,2.0,0.3333333333333333,30,1.6
769,por_Latn,Português,"A maioria dos templos tem um festival anual que inicia em novembro e termina meados de maio, que varia de acordo com o calendário anual de cada templo.",dev,42,151,28,1.5,0.2781456953642384,28,1.5
770,por_Latn,Português,A maioria dos festivais do templo é celebrada como parte do aniversário do templo ou do aniversário da divindade presidente ou qualquer outro evento importante associado ao templo.,dev,43,180,28,1.5357142857142858,0.2388888888888889,29,1.4827586206896552
771,por_Latn,Português,"Os festivais dos templos de Kerala são muito interessantes, com procissões regulares de elefantes enfeitados, orquestra no templo e outras festividades.",dev,40,152,21,1.9047619047619047,0.2631578947368421,24,1.6666666666666667
772,por_Latn,Português,"Uma Feira Mundial (comumente nomeada de Exposição Mundial, ou simplesmente Expo) é um grande festival internacional de artes e ciências.",dev,36,136,20,1.8,0.2647058823529412,25,1.44
773,por_Latn,Português,Os países participantes possuem apresentações artísticas e educacionais em pavilhões nacionais com objetivo de mostrar as questões mundiais ou a cultura e história do país.,dev,38,172,25,1.52,0.22093023255813954,26,1.4615384615384615
774,por_Latn,Português,"As Exposições Horticulturais Internacionais são festividades que tem como sua especialidade expor flores, jardins botânicos e tudo o que tenha relação com plantas.",dev,44,163,23,1.9130434782608696,0.26993865030674846,23,1.9130434782608696
775,por_Latn,Português,"Apesar que, em teoria, possam acontecer anualmente (desde que estejam em países diferentes), na prática, não é possível.",dev,33,120,18,1.8333333333333333,0.275,24,1.375
776,por_Latn,Português,"Estes eventos costumam duram de três até seis meses e são feitos em lugares com 50 hectares, no mínimo.",dev,27,103,19,1.4210526315789473,0.2621359223300971,23,1.173913043478261
777,por_Latn,Português,Há diversos vários formatos de filme que têm sido utilizados com ao recorrer do tempo. O filme de 35 mm padrão (negativo de 36 por 24 mm) é o formato mais comum.,dev,48,161,32,1.5,0.2981366459627329,33,1.4545454545454546
778,por_Latn,Português,"Quase sempre, ela é muito fácil de ser reabastecida se você ficar sem e permite uma resolução quase comparável a uma DSLR atual.",dev,36,128,23,1.565217391304348,0.28125,24,1.5
779,por_Latn,Português,"Algumas câmeras de filme de tamanho médio usam um formato de 6 por 6 cm, mais precisamente um negativo de 56 por 56 mm.",dev,37,119,24,1.5416666666666667,0.31092436974789917,26,1.4230769230769231
780,por_Latn,Português,Isso resulta em uma resolução praticamente quatro vezes maior do que a de um negativo com medida de 35 mm (3136 mm2 contra 864).,dev,37,128,24,1.5416666666666667,0.2890625,22,1.6818181818181819
781,por_Latn,Português,"Acompanhar a vida de animais selvagens é um dos maiores desafios para um fotógrafo e necessita da combinação de sorte, paciência, experiência e bom equipamento.",dev,45,160,25,1.8,0.28125,27,1.6666666666666667
782,por_Latn,Português,"Fotografar vida selvagem geralmente é algo desvalorizado, mas, como acontece com a fotografia em geral, uma imagem vale mais que mil palavras.",dev,36,142,22,1.6363636363636365,0.2535211267605634,23,1.565217391304348
783,por_Latn,Português,"Para fotografar a vida de animais selvagens, geralmente é necessário possuir lentes teleobjetivas longas, embora imagens como as de um bando de pássaros ou uma criatura pequena requerem outros tipos de lentes.",dev,54,209,32,1.6875,0.2583732057416268,26,2.076923076923077
784,por_Latn,Português,"Muitos animais exóticos são difíceis de encontrar, e os parques às vezes têm regras sobre tirar fotos para fins comerciais.",dev,35,123,20,1.75,0.2845528455284553,20,1.75
785,por_Latn,Português,"Animais selvagens podem ser tímidos ou agressivos. O ambiente pode ser frio, quente ou hostil.",dev,27,94,15,1.8,0.2872340425531915,21,1.2857142857142858
786,por_Latn,Português,"O mundo tem mais de 5.000 idiomas diferentes, incluindo mais de vinte com 50 milhões de falantes ou mais.",dev,31,105,19,1.631578947368421,0.29523809523809524,23,1.3478260869565217
787,por_Latn,Português,"Palavras escritas também são, geralmente, mais fáceis de serem compreendidas do que palavras faladas. Isso aplica-se particularmente no caso de endereços, que costumam ser difíceis de serem pronunciados de maneira inteligível.",dev,64,226,31,2.064516129032258,0.2831858407079646,29,2.206896551724138
788,por_Latn,Português,"Diversas nações inteiras são completamente fluentes em inglês e, em muitas outras, você pode esperar um conhecimento limitado — especialmente entre pessoas mais jovens.",dev,38,168,24,1.5833333333333333,0.2261904761904762,25,1.52
789,por_Latn,Português,"Imagine, se conseguir, uma pessoa de Manchester, uma de Boston, uma da Jamaica e uma de Sydney jantando em um restaurante de Toronto.",dev,31,133,23,1.3478260869565217,0.23308270676691728,34,0.9117647058823529
790,por_Latn,Português,"Eles estão se entretendo com histórias das suas cidades natais, contadas em seus sotaques e jargões locais bem distintos.",dev,35,121,19,1.8421052631578947,0.2892561983471074,23,1.5217391304347827
791,por_Latn,Português,"Geralmente comprar comida em supermercados é a forma mais barata de se alimentar. Porém, se não souber cozinhar, as opções se limitam a comidas congeladas.",dev,44,155,25,1.76,0.2838709677419355,26,1.6923076923076923
792,por_Latn,Português,Cada vez mais os supermercados adicionam seções mais variada de alimentos prontos. Alguns até são próprios para micro-ondas ou outras formas de reaquecimento.,dev,41,158,23,1.7826086956521738,0.25949367088607594,27,1.5185185185185186
793,por_Latn,Português,"Em alguns países ou tipos de lojas, há no mínimo um restaurante no local, geralmente um bastante informal com preços acessíveis.",dev,29,128,21,1.380952380952381,0.2265625,25,1.16
794,por_Latn,Português,Faça e carregue cópias da sua apólice e do contato da sua seguradora com você.,dev,25,78,15,1.6666666666666667,0.32051282051282054,16,1.5625
795,por_Latn,Português,Eles precisam mostrar o endereço de e-mail da seguradora e números de telefone internacionais para conselhos/autorizações e para fazer reivindicações.,dev,39,150,20,1.95,0.26,23,1.6956521739130435
796,por_Latn,Português,"Tenha outra cópia na sua mala e online (e-mail para si mesmo com anexo, ou armazenado na “nuvem”).",dev,32,98,18,1.7777777777777777,0.32653061224489793,23,1.391304347826087
797,por_Latn,Português,"Se você for viajar com um laptop ou um tablet, armazene uma cópia em sua memória ou em seu disco rígido (acessível sem internet).",dev,37,129,24,1.5416666666666667,0.2868217054263566,22,1.6818181818181819
798,por_Latn,Português,"Além disso, dê cópias da apólice e dos contatos para companheiros de viagem e parentes ou amigos dispostos a ajudar.",dev,37,116,20,1.85,0.31896551724137934,18,2.0555555555555554
799,por_Latn,Português,"Os alces não são inerentemente agressivos, mas se defenderão se perceberem uma ameaça.",dev,26,86,13,2.0,0.3023255813953488,23,1.1304347826086956
800,por_Latn,Português,"Quando os alces não são vistos como realmente perigosos, as pessoas podem chegar perto demais e se colocar em risco.",dev,33,116,20,1.65,0.28448275862068967,22,1.5
801,por_Latn,Português,"Beba bebidas alcoólicas de forma moderada. O álcool afeta a todos de maneira diferente, e saber seu limite é muito importante.",dev,34,126,21,1.619047619047619,0.2698412698412698,19,1.7894736842105263
802,por_Latn,Português,"O consumo excessivo de álcool pode trazer problemas a saúde em longo prazo, incluindo danos ao fígado e até cegueira e morte. Nos casos de consumo de álcool produzido ilegalmente, o risco aumenta.",dev,60,196,33,1.8181818181818181,0.30612244897959184,29,2.0689655172413794
